Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
1,Organized Crime,25.192000000000004,37.788000000000004,21.098300000000002,31.490000000000002,41.88170000000001,25.192000000000004,31.490000000000002,31.490000000000002,37.788000000000004
1,Other Criminals,24.12,20.2005,30.150000000000002,40.099500000000006,40.099500000000006,36.18,36.18,40.099500000000006,40.099500000000006
1,APTs,72.0,79.8,60.0,79.8,72.0,48.0,40.199999999999996,60.0,79.8
1,Other Governments,50.0,66.5,66.5,60.0,66.5,66.5,50.0,60.0,66.5
1,Competitors,44.800000000000004,56.0,37.52,37.52,56.0,67.2,74.48,67.2,37.52
1,Anarchist Insider,44.800000000000004,44.800000000000004,74.48,67.2,37.52,37.52,44.800000000000004,74.48,67.2
1,Anarchist Outsider,50.008,41.8817,83.13830000000002,50.008,41.8817,83.13830000000002,83.13830000000002,62.510000000000005,62.510000000000005
1,Total,72.0,79.8,83.13830000000002,79.8,72.0,83.13830000000002,83.13830000000002,74.48,79.8
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
2,Organized Crime,36.0,47.88,24.120000000000005,28.8,47.88,24.120000000000005,43.2,24.120000000000005,47.88
2,Other Criminals,69.6,90.0,90.0,55.68000000000001,69.6,69.6,90.0,90.0,46.632
2,APTs,58.56,49.044000000000004,90.0,73.2,73.2,58.56,87.84,73.2,73.2
2,Other Governments,33.768,40.32,50.4,33.768,33.768,50.4,60.48,40.32,67.032
2,Competitors,62.510000000000005,50.008,62.510000000000005,83.13830000000002,41.8817,41.8817,83.13830000000002,62.510000000000005,50.008
2,Anarchist Insider,65.43599999999999,32.964,32.964,59.03999999999999,32.964,32.964,59.03999999999999,59.03999999999999,39.36000000000001
2,Anarchist Outsider,45.827999999999996,25.587300000000006,25.587300000000006,38.190000000000005,50.7927,50.7927,50.7927,38.190000000000005,50.7927
2,Total,69.6,90.0,90.0,83.13830000000002,73.2,69.6,90.0,90.0,73.2
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
3,Organized Crime,45.828,54.72,68.39999999999999,68.39999999999999,45.828,54.72,90.0,82.07999999999998,68.39999999999999
3,Other Criminals,27.336000000000002,32.64000000000001,54.264,32.64000000000001,40.800000000000004,48.96,40.800000000000004,27.336000000000002,32.64000000000001
3,APTs,57.190000000000005,68.628,57.190000000000005,45.752,68.628,68.628,45.752,38.3173,38.3173
3,Other Governments,61.92,34.572,34.572,51.6,51.6,61.92,41.279999999999994,41.279999999999994,34.572
3,Competitors,81.396,73.44,61.199999999999996,81.396,61.199999999999996,48.96,48.96,61.199999999999996,48.96
3,Anarchist Insider,38.400000000000006,48.0,38.400000000000006,63.84,63.84,48.0,32.160000000000004,57.599999999999994,63.84
3,Anarchist Outsider,26.8,53.2,48.0,40.0,48.0,32.0,40.0,48.0,32.0
3,Total,81.396,73.44,68.39999999999999,81.396,68.628,68.628,90.0,82.07999999999998,68.39999999999999
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
4,Organized Crime,57.0,68.39999999999999,57.0,38.190000000000005,38.190000000000005,68.39999999999999,45.6,68.39999999999999,38.190000000000005
4,Other Criminals,33.6,22.512,44.688,33.6,22.512,40.32,33.6,22.512,40.32
4,APTs,56.4,75.012,75.012,45.12,67.67999999999999,75.012,75.012,67.67999999999999,67.67999999999999
4,Other Governments,27.336000000000006,22.893900000000002,27.336000000000006,41.004,34.17,22.893900000000002,34.17,22.893900000000002,41.004
4,Competitors,36.800000000000004,61.18000000000001,55.199999999999996,36.800000000000004,61.18000000000001,55.199999999999996,46.0,61.18000000000001,30.82
4,Anarchist Insider,48.94400000000001,48.94400000000001,73.416,48.94400000000001,40.9906,81.36940000000001,81.36940000000001,73.416,73.416
4,Anarchist Outsider,82.992,90.0,90.0,69.16,82.992,69.16,69.16,90.0,55.328
4,Total,82.992,90.0,90.0,69.16,82.992,81.36940000000001,81.36940000000001,90.0,73.416
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
5,Organized Crime,87.78,90.0,73.15,49.01050000000001,73.15,73.15,49.01050000000001,90.0,73.15
5,Other Criminals,48.0,48.0,53.2,32.0,48.0,40.0,40.0,40.0,48.0
5,APTs,39.39600000000001,58.8,70.55999999999999,70.55999999999999,47.04,70.55999999999999,39.39600000000001,70.55999999999999,58.8
5,Other Governments,69.11999999999999,46.080000000000005,57.599999999999994,46.080000000000005,46.080000000000005,46.080000000000005,57.599999999999994,38.592000000000006,57.599999999999994
5,Competitors,42.21,75.6,50.400000000000006,63.0,63.0,75.6,42.21,75.6,42.21
5,Anarchist Insider,40.9906,48.94400000000001,61.18000000000001,40.9906,73.416,48.94400000000001,73.416,81.36940000000001,81.36940000000001
5,Anarchist Outsider,65.17,86.6761,52.13600000000001,43.66390000000001,86.6761,43.66390000000001,78.204,43.66390000000001,86.6761
5,Total,87.78,90.0,73.15,70.55999999999999,86.6761,75.6,78.204,90.0,86.6761
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
6,Organized Crime,71.82000000000001,57.45600000000001,86.184,86.184,57.45600000000001,57.45600000000001,90.0,90.0,57.45600000000001
6,Other Criminals,84.588,84.588,70.49000000000001,84.588,70.49000000000001,70.49000000000001,56.39200000000001,90.0,84.588
6,APTs,35.376,23.584000000000003,39.208400000000005,23.584000000000003,35.376,39.208400000000005,23.584000000000003,23.584000000000003,39.208400000000005
6,Other Governments,62.244,41.49600000000001,68.98710000000001,62.244,62.244,41.49600000000001,34.752900000000004,41.49600000000001,34.752900000000004
6,Competitors,90.0,87.78,58.52,49.01050000000001,90.0,90.0,90.0,73.15,49.01050000000001
6,Anarchist Insider,28.160000000000004,46.816,35.2,42.24,28.160000000000004,28.160000000000004,46.816,35.2,46.816
6,Anarchist Outsider,31.490000000000002,56.4,37.6,47.0,31.490000000000002,62.510000000000005,62.510000000000005,31.490000000000002,37.6
6,Total,90.0,87.78,86.184,86.184,90.0,90.0,90.0,90.0,84.588
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
7,Organized Crime,69.6,38.86,58.0,77.14,46.400000000000006,38.86,46.400000000000006,69.6,38.86
7,Other Criminals,29.480000000000004,52.800000000000004,58.52000000000001,58.52000000000001,44.0,52.800000000000004,58.52000000000001,44.0,58.52000000000001
7,APTs,62.510000000000005,41.8817,50.008,62.510000000000005,50.008,50.008,75.012,50.008,83.13830000000002
7,Other Governments,61.199999999999996,81.396,48.96,61.199999999999996,73.44,48.96,41.004,61.199999999999996,41.004
7,Competitors,50.4,67.032,67.032,50.4,33.768,40.32,40.32,60.48,33.768
7,Anarchist Insider,42.24,70.224,52.8,52.8,70.224,70.224,35.376,52.8,35.376
7,Anarchist Outsider,27.336000000000002,27.336000000000002,32.64000000000001,40.800000000000004,40.800000000000004,54.264,54.264,48.96,54.264
7,Total,69.6,81.396,67.032,77.14,73.44,70.224,75.012,69.6,83.13830000000002
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
8,Organized Crime,37.52,49.90160000000001,49.90160000000001,49.90160000000001,45.02400000000001,49.90160000000001,45.02400000000001,30.016000000000005,37.52
8,Other Criminals,21.547200000000004,42.772800000000004,42.772800000000004,38.592,25.728000000000005,42.772800000000004,42.772800000000004,38.592,21.547200000000004
8,APTs,48.96,32.64000000000001,32.64000000000001,32.64000000000001,40.800000000000004,40.800000000000004,48.96,48.96,32.64000000000001
8,Other Governments,52.800000000000004,35.2,29.480000000000004,58.52000000000001,58.52000000000001,29.480000000000004,44.0,29.480000000000004,29.480000000000004
8,Competitors,57.0,57.0,45.6,57.0,68.39999999999999,68.39999999999999,38.190000000000005,68.39999999999999,38.190000000000005
8,Anarchist Insider,26.8,32.0,48.0,26.8,40.0,26.8,32.0,53.2,32.0
8,Anarchist Outsider,61.48590000000001,36.984,30.974100000000004,30.974100000000004,46.230000000000004,55.476,46.230000000000004,61.48590000000001,30.974100000000004
8,Total,61.48590000000001,57.0,49.90160000000001,58.52000000000001,68.39999999999999,68.39999999999999,48.96,68.39999999999999,38.190000000000005
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
9,Organized Crime,41.49600000000001,51.870000000000005,62.244,68.98710000000001,34.752900000000004,68.98710000000001,34.752900000000004,62.244,41.49600000000001
9,Other Criminals,47.04,52.136,47.04,47.04,52.136,39.2,31.360000000000003,47.04,31.360000000000003
9,APTs,34.4,51.6,51.6,43.0,28.810000000000002,57.190000000000005,57.190000000000005,57.190000000000005,28.810000000000002
9,Other Governments,74.88,62.4,41.808,41.808,82.99199999999999,62.4,82.99199999999999,82.99199999999999,41.808
9,Competitors,46.632,55.68000000000001,46.632,46.632,46.632,55.68000000000001,83.52,90.0,55.68000000000001
9,Anarchist Insider,39.208400000000005,39.208400000000005,35.376,35.376,23.584000000000003,23.584000000000003,29.48,19.7516,23.584000000000003
9,Anarchist Outsider,45.120000000000005,37.6,30.080000000000002,50.00800000000001,37.6,25.192000000000004,37.6,30.080000000000002,30.080000000000002
9,Total,74.88,62.4,62.244,68.98710000000001,82.99199999999999,68.98710000000001,83.52,90.0,55.68000000000001
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
10,Organized Crime,72.5249,54.53,43.62400000000001,54.53,36.53510000000001,36.53510000000001,43.62400000000001,36.53510000000001,43.62400000000001
10,Other Criminals,26.130000000000003,31.356,34.752900000000004,17.5071,34.752900000000004,31.356,34.752900000000004,20.904000000000003,31.356
10,APTs,74.39999999999999,41.54,82.46000000000001,49.6,62.0,49.6,41.54,82.46000000000001,62.0
10,Other Governments,37.52,74.48,44.800000000000004,44.800000000000004,67.2,37.52,74.48,74.48,67.2
10,Competitors,30.72,51.072,51.072,38.4,51.072,30.72,30.72,38.4,30.72
10,Anarchist Insider,69.11999999999999,69.11999999999999,57.599999999999994,76.608,76.608,76.608,38.592000000000006,57.599999999999994,76.608
10,Anarchist Outsider,28.408000000000005,35.510000000000005,28.408000000000005,42.612,28.408000000000005,28.408000000000005,35.510000000000005,35.510000000000005,23.791700000000006
10,Total,74.39999999999999,74.48,82.46000000000001,76.608,76.608,76.608,74.48,82.46000000000001,76.608
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
11,Organized Crime,36.480000000000004,60.648,60.648,36.480000000000004,60.648,54.72,60.648,54.72,45.6
11,Other Criminals,26.264000000000003,39.396,43.663900000000005,39.396,43.663900000000005,43.663900000000005,21.996100000000006,39.396,43.663900000000005
11,APTs,67.67999999999999,45.12,75.012,67.67999999999999,75.012,37.788000000000004,75.012,75.012,56.4
11,Other Governments,43.663900000000005,32.830000000000005,43.663900000000005,32.830000000000005,26.264000000000003,21.996100000000006,26.264000000000003,26.264000000000003,43.663900000000005
11,Competitors,54.72,68.39999999999999,68.39999999999999,82.07999999999998,68.39999999999999,45.828,68.39999999999999,90.0,54.72
11,Anarchist Insider,45.024,80.64,45.024,67.2,67.2,45.024,89.376,45.024,45.024
11,Anarchist Outsider,30.82,46.0,55.199999999999996,55.199999999999996,55.199999999999996,36.800000000000004,30.82,61.18000000000001,55.199999999999996
11,Total,67.67999999999999,80.64,75.012,82.07999999999998,75.012,54.72,89.376,90.0,56.4
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
12,Organized Crime,90.0,90.0,90.0,79.80000000000001,90.0,90.0,53.46600000000001,90.0,53.46600000000001
12,Other Criminals,21.098300000000002,21.098300000000002,41.88170000000001,37.788000000000004,21.098300000000002,37.788000000000004,41.88170000000001,31.490000000000002,25.192000000000004
12,APTs,71.82,64.8,43.199999999999996,64.8,64.8,54.0,36.18,43.199999999999996,54.0
12,Other Governments,47.88,59.85,71.82000000000001,71.82000000000001,47.88,71.82000000000001,59.85,59.85,71.82000000000001
12,Competitors,19.832000000000004,29.6,29.6,35.52,23.680000000000003,35.52,39.368,19.832000000000004,35.52
12,Anarchist Insider,29.748,32.9707,32.9707,29.748,19.832,29.748,29.748,16.6093,29.748
12,Anarchist Outsider,32.0,26.8,26.8,48.0,26.8,40.0,48.0,32.0,40.0
12,Total,90.0,90.0,90.0,79.80000000000001,90.0,90.0,59.85,90.0,71.82000000000001
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
13,Organized Crime,42.56,25.6,42.56,21.44,25.6,32.0,25.6,25.6,25.6
13,Other Criminals,41.279999999999994,51.6,68.628,61.92,68.628,68.628,61.92,68.628,68.628
13,APTs,52.0,62.4,62.4,41.6,62.4,41.6,41.6,69.16,41.6
13,Other Governments,73.2,73.2,40.870000000000005,81.13000000000001,48.800000000000004,81.13000000000001,73.2,40.870000000000005,61.0
13,Competitors,26.8,17.956000000000003,35.644000000000005,26.8,32.160000000000004,21.44,35.644000000000005,21.44,32.160000000000004
13,Anarchist Insider,39.39600000000001,39.39600000000001,70.55999999999999,78.204,58.8,39.39600000000001,78.204,58.8,47.04
13,Anarchist Outsider,32.64000000000001,32.64000000000001,32.64000000000001,54.264,32.64000000000001,32.64000000000001,27.336000000000002,40.800000000000004,32.64000000000001
13,Total,73.2,73.2,70.55999999999999,81.13000000000001,68.628,81.13000000000001,78.204,69.16,68.628
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
14,Organized Crime,55.24820000000001,33.232000000000006,33.232000000000006,55.24820000000001,27.8318,41.54,27.8318,49.848,41.54
14,Other Criminals,40.099500000000006,59.85,79.60050000000001,47.88,59.85,47.88,71.82000000000001,40.099500000000006,71.82000000000001
14,APTs,45.827999999999996,38.190000000000005,50.7927,25.587300000000006,38.190000000000005,50.7927,45.827999999999996,30.552000000000003,25.587300000000006
14,Other Governments,61.91150000000001,37.24,61.91150000000001,46.550000000000004,61.91150000000001,31.188500000000005,61.91150000000001,61.91150000000001,61.91150000000001
14,Competitors,36.53510000000001,43.62400000000001,43.62400000000001,36.53510000000001,43.62400000000001,43.62400000000001,54.53,54.53,72.5249
14,Anarchist Insider,18.76,33.6,18.76,18.76,37.24,33.6,37.24,28.0,18.76
14,Anarchist Outsider,82.46000000000001,90.0,90.0,82.46000000000001,82.46000000000001,65.968,55.248200000000004,90.0,90.0
14,Total,82.46000000000001,90.0,90.0,82.46000000000001,82.46000000000001,65.968,71.82000000000001,90.0,90.0
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
15,Organized Crime,53.760000000000005,59.584,59.584,30.016000000000005,44.800000000000004,53.760000000000005,35.84,35.84,35.84
15,Other Criminals,18.76,15.711500000000003,18.76,28.14,15.711500000000003,18.76,23.450000000000003,18.76,18.76
15,APTs,26.8,48.0,53.2,32.0,53.2,53.2,53.2,40.0,32.0
15,Other Governments,29.440000000000005,48.94400000000001,48.94400000000001,36.800000000000004,36.800000000000004,24.656000000000002,24.656000000000002,29.440000000000005,29.440000000000005
15,Competitors,55.86000000000001,55.86000000000001,50.4,55.86000000000001,50.4,42.0,28.140000000000004,50.4,42.0
15,Anarchist Insider,66.5,60.0,66.5,60.0,33.5,50.0,40.0,60.0,66.5
15,Anarchist Outsider,40.32,50.4,40.32,60.48,33.768,50.4,40.32,50.4,40.32
15,Total,66.5,60.0,66.5,60.48,53.2,53.760000000000005,53.2,60.0,66.5
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
16,Organized Crime,48.96,40.800000000000004,32.64000000000001,48.96,27.336000000000002,32.64000000000001,48.96,40.800000000000004,54.264
16,Other Criminals,36.984,40.99060000000001,20.6494,40.99060000000001,24.656000000000006,40.99060000000001,36.984,40.99060000000001,30.82
16,APTs,45.828,68.39999999999999,45.828,90.0,54.72,68.39999999999999,54.72,68.39999999999999,45.828
16,Other Governments,50.4,28.14,28.14,55.86,50.4,55.86,55.86,50.4,55.86
16,Competitors,25.587300000000006,45.827999999999996,38.190000000000005,30.552000000000003,30.552000000000003,25.587300000000006,38.190000000000005,50.7927,30.552000000000003
16,Anarchist Insider,32.160000000000004,40.2,53.46600000000001,40.2,53.46600000000001,32.160000000000004,32.160000000000004,40.2,48.24
16,Anarchist Outsider,27.872000000000003,34.84,34.84,46.3372,46.3372,41.808,23.342800000000004,27.872000000000003,46.3372
16,Total,50.4,68.39999999999999,53.46600000000001,90.0,54.72,68.39999999999999,55.86,68.39999999999999,55.86
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
17,Organized Crime,44.555,44.555,53.2,79.80000000000001,44.555,79.80000000000001,53.2,53.2,88.44500000000001
17,Other Criminals,26.8,22.445,33.5,44.555,44.555,40.2,26.8,44.555,44.555
17,APTs,60.0,33.5,60.0,50.0,60.0,50.0,33.5,33.5,40.0
17,Other Governments,81.13000000000001,61.0,81.13000000000001,61.0,48.800000000000004,40.870000000000005,73.2,61.0,81.13000000000001
17,Competitors,22.893900000000002,34.17,22.893900000000002,45.4461,41.004,22.893900000000002,45.4461,41.004,34.17
17,Anarchist Insider,66.0,44.22,66.0,52.8,44.22,87.78,66.0,79.2,44.22
17,Anarchist Outsider,32.964,65.43599999999999,59.03999999999999,32.964,65.43599999999999,32.964,32.964,32.964,49.199999999999996
17,Total,81.13000000000001,65.43599999999999,81.13000000000001,79.80000000000001,65.43599999999999,87.78,73.2,79.2,88.44500000000001
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
18,Organized Crime,46.33720000000001,69.16,82.992,82.992,90.0,46.33720000000001,46.33720000000001,90.0,82.992
18,Other Criminals,48.0,72.0,72.0,72.0,79.8,40.199999999999996,48.0,72.0,79.8
18,APTs,90.0,58.56,73.2,58.56,87.84,58.56,58.56,73.2,58.56
18,Other Governments,81.36940000000001,40.9906,40.9906,61.18000000000001,73.416,40.9906,81.36940000000001,73.416,81.36940000000001
18,Competitors,48.96,27.336000000000002,32.64000000000001,48.96,54.264,40.800000000000004,27.336000000000002,27.336000000000002,27.336000000000002
18,Anarchist Insider,42.612,23.791700000000006,23.791700000000006,42.612,28.408000000000005,23.791700000000006,42.612,47.22830000000001,23.791700000000006
18,Anarchist Outsider,84.9072,51.07200000000001,63.84,51.07200000000001,84.9072,84.9072,84.9072,76.60799999999999,84.9072
18,Total,90.0,72.0,82.992,82.992,90.0,84.9072,84.9072,90.0,84.9072
""
""
""
Dataset_ID,Threat Actor,Ransom,Service degradation,IP Theft,Reputation hit,Low quality Product,Data Loss,Privacy Breach,OT Failure,Resource Theft
19,Organized Crime,62.4,34.84,52.0,41.6,62.4,69.16,41.6,69.16,34.84
19,Other Criminals,56.0,37.52,67.2,74.48,67.2,37.52,37.52,74.48,74.48
19,APTs,69.6,55.68000000000001,69.6,90.0,55.68000000000001,69.6,69.6,46.632,55.68000000000001
19,Other Governments,18.76,28.14,18.76,15.711500000000003,18.76,18.76,15.711500000000003,28.14,28.14
19,Competitors,44.160000000000004,44.160000000000004,44.160000000000004,73.41600000000001,55.199999999999996,66.24,36.984,73.41600000000001,44.160000000000004
19,Anarchist Insider,48.94400000000001,73.416,81.36940000000001,81.36940000000001,73.416,48.94400000000001,73.416,40.9906,61.18000000000001
19,Anarchist Outsider,35.112,35.112,21.120000000000005,17.688000000000002,21.120000000000005,17.688000000000002,31.680000000000003,21.120000000000005,21.120000000000005
